name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistance,description,source
Ira Compartida,Encantamiento,Compulsión,Emociones que afectan la mente,Inquisidor 4,1 Acción estándar,"V, S, M (una enredadera espinosa)",0,Cierre (25 pies + 5 pies/2 niveles),,,"Hasta una criatura/nivel, de los cuales dos no pueden estar a más de 30 pies de distancia",1 minuto,0,0,Negaciones de voluntad (inofensivas),Sí (inofensivo),"Este hechizo funciona como ira, salvo que otorgas las bonificaciones a varias criaturas contra tu enemigo designado. Todos los sujetos de ira compartida reciben sus bonificaciones contra la misma criatura.",APG
Tamiz,Adivinación,,,"Bardo 0, Inquisidor 0, Ocultista 0, Psíquico 0, Medium 0",1 Acción estándar,"V, S",0,30 pies.,un cubo de 3 metros,,,instantáneo,0,0,ninguno,no,"Examinas un área a distancia como si buscaras detalles finos con la habilidad Percepción. Haz una tirada de Percepción con una penalización de -5, modificada como es normal para las condiciones. No se aplica ninguna penalización por la distancia. Aplica el resultado contra la CD para cualquier característica oculta, como puertas secretas, trampas o tesoros ocultos. Debes poder ver el área que intentas buscar, y solo encuentras detalles que puedan percibirse a simple vista o al tacto. El tamizado solo detecta objetos y características, no criaturas reales.",APG
Sirocco,Evocación,,"aire, fuego","Druida 6, Hechicero 6, Mago 6, Mago 6, Ocultista 6",1 Acción estándar,"V, S, M/DF (un puñado de arena fina lanzada al aire)",0,Medio (100 pies + 10 pies/nivel),"cilindro (radio de 20 pies, 60 pies de altura)",,,1 ronda/nivel (D),1,0,"Fortaleza parcial, véase el texto",Sí,"Una ráfaga de viento caliente como el horno cae de golpe, infligiendo 4d6 de daño de fuego +1 punto por nivel de lanzador a todas las criaturas de la zona y derribándolas. Una tirada de salvación exitosa de Fortaleza reduce a la mitad el daño de fuego y evita que te derriben. Las criaturas voladoras forzadas al suelo por la potente corriente descendente reciben daño como si hubieran caído, a menos que hagan una prueba de vuelo DC 15, en cuyo caso permanecen en su altitud original. Cualquier criatura que reciba daño de un siroco se fatiga (o agota, si ya está fatigada, como tras una ronda anterior de exposición a un hechizo de sirocco). Las criaturas con el subtipo agua reciben una penalización de -4 en todas las tiradas de salvación contra este hechizo y reciben el doble de daño normal.",APG
Sonámbulo,Encantamiento,Compulsión,afectación mental,"Inquisidor 4, Bruja 4, Psíquico 4, Mesmerista 4",1 ronda,"V, S, M (una ramita de belladona valorada en 100 gp)",1,Toque,,,criatura inconsciente tocada,1 hora/nivel (D),1,0,Will niega; Ver texto,Sí,"Obligas a una criatura inconsciente o dormida a levantarse y moverse en un estado medio despierto. La criatura objetivo se tambalea si es guiada o guiada, pero permanece indefensa para todos los demás propósitos. El sujeto se mueve a mitad de velocidad y está limitado a una sola acción de movimiento por ronda. No es capaz de moverse a mayor velocidad ni de realizar acciones distintas al movimiento salvo por ayuda mágica, y falla automáticamente cualquier prueba de habilidad basada en Destreza o Fuerza. Si la criatura recibe algún daño mientras camina somnámbula, debe hacer una nueva tirada de salvación o el hechizo termina y la criatura despierta (si tiene más de 0 puntos de vida). Cuando el hechizo termina o se despide, el objetivo permanece inconsciente y debe ser despertado normalmente. Aunque el sonambulismo permite que una criatura inconsciente se mueva, no despierta a la criatura, ni la estabiliza ni la cura de ninguna otra manera. Una criatura deshabilitada que se mueve bajo los efectos de este hechizo no vuelve a morir como resultado de este movimiento.",APG
Slipstream,Conjuración,Creación,Agua,"Druida 2, Explorador 2, Hechicero 2, Mago 2, Bruto de sangre 2",1 Acción estándar,"V, S, M/DF (unas gotas de aceite y agua)",0,Toque,,,criatura tocada,10 minutos/nivel (D),1,0,Negación de reflejos (inofensiva),no,"Creas una ola de agua con cresta baja que lleva al objetivo a lo largo de la superficie del agua o del suelo. Al moverse por terreno llano, la velocidad del objetivo aumenta en 10 pies. Si bajas, la velocidad aumenta 20 pies, pero el rebufo no ofrece ningún beneficio de movimiento al subir. Mientras nada, el rebufo aumenta la velocidad de nado del objetivo en 20 pies; si el objetivo no tiene velocidad de natación, este hechizo otorga una velocidad de natación de 20 pies.",APG
Bastón Serpiente,Transmutación,,,"Clérigo 5, Oráculo 5, Druida 5, Chamán 6",1 Acción estándar,"V, S, M (un cuchillo adecuado para tallar)",0,Medio (100 pies + 10 pies/nivel),,,"1 o más piezas de madera, ninguna de las cuales puede estar separada por más de 30 pies",1 ronda/nivel,0,0,Negación de voluntad (objeto),sí (objeto),"Con un largo susurro siseante, transformas piezas ordinarias de madera en varios tipos de serpientes que atacan inmediatamente a tus enemigos. Mientras las serpientes permanezcan a la vista, puedes dirigir sus acciones telepáticamente como una acción libre. Solo puedes aplicar este hechizo a objetos de madera que no estén en posesión de una criatura o que no formen parte de una estructura o planta más grande. Cada vez que lanzas este hechizo puedes crear un número de serpientes igual al nivel de lanzador. Las serpientes más poderosas ocupan más de una parte de tu total disponible, como se indica más abajo. Serpiente venenosa: Un palo o trozo de leña. Cuenta como 1 serpiente. Serpiente constrictora: Un bastón o rama de árbol. Cuenta como 2 serpientes. Serpiente venenosa avanzada: Un palo o trozo de leña. Cuenta como 2 serpientes. Serpiente Constrictora Avanzada: Un bastón o rama de árbol. Cuenta como 3 serpientes. Serpiente Venenosa Gigante Avanzada: Un tronco o montón de escombros. Cuenta como 4 serpientes. Serpiente Constrictora Gigante Avanzada: Un árbol caído o un gran montón de escombros. Cuenta como 5 serpientes.",APG
Nota sólida,Conjuración,Creación,,bardo 1,1 Acción estándar,V,0,Cierre (25 pies + 5 pies/2 niveles),,una nota musical consolidada,,Concentración + 1 ronda/nivel,0,0,ninguno,no,"Le das forma física temporal a una sola nota musical y puedes colgarla, suspendida, donde quieras dentro del alcance, permitiéndote usarla como gancho, polea, bloqueador de puertas o cualquier otra cosa que tu imaginación desee. La apariencia exacta de la nota sólida depende de tu melodía. Puedes hacerlo con puntas o liso, simple o enrevesado, y con cualquier patrón de color que desees, sin embargo, siempre tiene un tamaño aproximadamente igual al de tu mano extendida. Una vez creada, la nota sólida resiste todos los intentos de moverla, pero desaparece instantáneamente si se aplica suficiente fuerza o peso contra ella. La nota tiene una Fuerza efectiva igual a 10 + tu nivel de lanzador. No puede soportar más peso que el equivalente a una carga pesada por su Fuerza sin desaparecer. Cualquier criatura que gane una tirada de Fuerza opuesta contra la nota (empujando una puerta que la nota mantiene cerrada, por ejemplo) también hace que desaparezca. La nota nunca puede causar daño real a una criatura y desaparece si se ataca con éxito (CA 10 + tu modificador de Carisma) o si se supera con una maniobra de combate como bull rush (CMD 2 + tu bonificación de ataque base + tu modificador de Carisma). Cualquier criatura obstruida por la nota sólida simplemente no la mueve y pierde esa acción durante la ronda.",APG
Chispa,Evocación,,fuego,"Bardo 0, Clérigo 0, Oráculo 0, Druida 0, Hechicero 0, Mago 0, Bruja 0, Mago 0, Ocultista 0",1 Acción estándar,V o S,0,Cierre (25 pies + 5 pies/2 niveles),,,un objeto fino.,instantáneo,0,0,La fortaleza niega (objeto),sí (objeto),"Puedes hacer que un objeto Fine inflamable sin vigilancia se incendie. Esto funciona como si estuvieras usando pedernal y acero, excepto que puedes usar chispa en cualquier tipo de clima y se tarda mucho menos en encender un objeto.",APG
Fosa con pinchos,Conjuración,Creación,,"Hechicero 3, Mago 3, Invocador 3, Invocador Desencadenado 3",1 Acción estándar,"V, S, F (pala miniatura que cuesta 10 gp)",1,Medio (100 pies + 10 pies/nivel),,"10 pies por 10 pies. Agujero, 10 pies de profundidad/2 niveles",,1 ronda + 1 ronda/nivel,0,0,Negación de reflejos,no,"Este hechizo funciona como crear foso, salvo que el pozo está bordeado de pinchos afilados a lo largo de su fondo y paredes, y tiene una profundidad máxima de 50 pies. Las criaturas que caen en el pozo reciben daño de caída como de costumbre, además de 2d6 puntos de daño perforante de los pinchos. Cualquier criatura u objeto que entre en contacto con las púas a lo largo de las paredes, como una criatura que intenta trepar, cuerdas u otras ayudas típicas para escalar, recibe 1d6 puntos de daño perforante por cada ronda que entra en contacto con las paredes. Para quienes estén dispuestos a aceptar el daño sufrido durante la escalada, las paredes del pozo tienen una dificultad de escalada de 20.",APG
Aliado espiritual,Evocación,,Fuerza,"Clérigo 4, Oráculo 4, Espiritualista 4, Medium 4",1 Acción estándar,"V, S, DF",0,Medio (100 pies + 10 pies/nivel),,Aliado espiritual de la fuerza,,1 ronda/nivel (D),1,0,ninguno,Sí,"Un aliado hecho de pura fuerza aparece en un solo cuadrado de 5 pies dentro del alcance. El aliado toma la forma de un sirviente de tu dios. El aliado espiritual ocupa su espacio, aunque tú y tus aliados podéis moveros a través de él, ya que es vuestro aliado. El aliado espiritual lleva un solo arma, la preferida por tu deidad (en cuanto al arma espiritual), que tiene el mismo rango de amenaza y modificadores críticos que un arma real de su forma. Cada ronda de tu turno, empezando por el turno en que lanzas este hechizo, tu aliado espiritual puede atacar a un enemigo que esté al alcance que designes. El aliado espiritual amenaza casillas adyacentes y puede flanquear y lanzar ataques de oportunidad como si fuera una criatura normal. El aliado espiritual usa tu bonificación base de ataque (ganando ataques extra si tu bonificación base es lo suficientemente alta) además de tu bonificación de Sabiduría cuando realiza un ataque cuerpo a cuerpo. Cuando el aliado espiritual ataca, inflige 1d10 puntos de daño de fuerza + 1 punto de daño por cada 3 niveles de lanzador (máximo +5 en nivel 15). Ataca como un hechizo, no como un arma, así que evita la DR y puede afectar a criaturas incorpóreas. Cada ronda después de la primera, puedes mover al aliado espiritual como una acción rápida. Tiene una velocidad de 30 pies y una velocidad de vuelo de 30 pies (maniobrabilidad perfecta). Al ser una construcción de fuerza, el aliado espiritual no puede ser dañado por ningún ataque físico, pero disipar magia, desintegrar, una esfera de aniquilación o una vara de cancelación la afectan. La CA de un aliado espiritual contra ataques de toque es 10. Si una criatura atacada tiene resistencia a conjuros, haces una tirada de nivel lanzador (1d20 + nivel de lanzador) contra esa resistencia a conjuros la primera vez que el aliado espiritual la golpea. Si el aliado es resistido con éxito, el hechizo se disipa. Si no, el arma tiene su efecto completo normal sobre esa criatura durante la duración del hechizo.",APG
Rencor,Abjuración,,,"Bruja 4, Mesmerista 3",1 ronda,"V, S, M (tintas raras valoradas en 250 gp)",1,Vida personal,,,tú,1 hora/nivel (D) o hasta que te den el alta,1,0,,,"Elige un hechizo de alcance de un solo toque de nivel 4 o inferior con un tiempo de lanzamiento de 1 acción estándar o menos. Como parte de la acción de lanzar rencor, lanzas el hechizo asociado y lo atas en una protección defensiva en forma de un tatuaje, una marca de nacimiento o una verruga en algún lugar de tu cuerpo. La próxima vez que te golpee un ataque cuerpo a cuerpo o se use una maniobra de combate con éxito contra ti, el hechizo almacenado se activa contra tu enemigo. No necesitas tener éxito en un ataque de toque para afectar al objetivo, pero en todos los demás aspectos el hechizo se trata como si lo hubieras lanzado normalmente. Si la criatura atacante no es un objetivo válido para el hechizo, el hechizo almacenado se pierde sin efecto. Solo puedes tener un hechizo de rencor activo a la vez; Si lanzas este hechizo una segunda vez, el efecto anterior termina.",APG
Quieto,Encantamiento,Compulsión,afectación mental,Paladín 4,1 Acción inmediata,"V, S, DF",0,Medio (100 pies + 10 pies/nivel),,,una criatura,1 ronda por nivel y especial; Ver texto,0,0,Will parcial,Sí,"Haces que el brazo de una criatura titubee y evitas que golpee a otra. Puedes lanzar este hechizo cuando el objetivo está a punto de hacer un ataque cuerpo a cuerpo contra otra criatura. En una tirada de salvación fallida, el objetivo no cumple su ataque y toda su acción se desperdicia durante la ronda. En una tirada de salvación exitosa, el objetivo puede atacar, forzando su golpe a través de la compulsión pero perdiendo tanto precisión como potencia, recibiendo una penalización de -5 en sus tiradas de ataque y daño. Tanto si el objetivo logra su tirada de salvación inicial como si no, está sujeto a una penalización de -2 al atacar y tirar daño contra la criatura a la que atacó originalmente durante la duración del hechizo.",APG
Llamada de piedra,Conjuración,Creación,Tierra,"Druida 2, Explorador 2, Hechicero 2, Mago 2, Mago 2, Bruto de sangre 2",1 Acción estándar,"V, S, DF",0,Medio (100 pies + 10 pies/nivel),"cilindro (radio de 40 pies, 20 pies de altura)",,,1 ronda/nivel,0,0,ninguno,no,"Una lluvia de tierra, grava y pequeñas piedras llena la zona, causando 2d6 puntos de daño contundente a cada criatura de la zona. Este daño solo ocurre una vez, cuando se lanza el hechizo. Durante el resto del hechizo, estos escombros cubren el suelo, haciendo que toda la zona sea un terreno difícil. Al final de la duración, las rocas desaparecen, sin dejar efectos secundarios (aparte del daño causado).",APG
Puño de Piedra,Transmutación,,Tierra,"Alquimista 1, Druida 1, Hechicero 1, Mago 1, Mago 1, Bruto de sangre 1",1 Acción estándar,"V, S, M (una astilla de granito)",0,Vida personal,,,tú,1 minuto/nivel (D),1,0,,,"Este hechizo transforma tus manos en piedra viva. Mientras este hechizo está activo, tus golpes sin armas no provocan ataques de oportunidad y causan 1d6 puntos de daño letal contundente (1d4 si eres Pequeño). Además, tus golpes sin armas ignoran la dureza de cualquier objeto con una dureza inferior a 8. Piedra a carne elimina inmediatamente puño de piedra. Si eres objetivo de transmutar roca a barro, este hechizo termina inmediatamente y recibes 4d6 puntos de daño.",APG
Rayos de la Tormenta,Evocación,,Electricidad,"Clérigo 8, Oráculo 8, Druida 8, Hechicero 8, Mago 8, Bruja 8, Chamán 8",1 Acción estándar,"V, S, M/DF (una varilla de cobre)",0,30 pies.,"Un radio de 30 pies, centrado en ti",,,instantáneo,0,0,Fortaleza parcial,Sí,"Cuando lanzas este hechizo, un rayo se derrama desde tu cuerpo en todas direcciones. Los pernos no dañan la vegetación natural ni a las criaturas en la zona que se desea excluir. Cualquier otra criatura dentro del área recibe 1d8 puntos de daño eléctrico por nivel de lanzador (máximo 20d8) y queda aturdida durante 1 ronda. Una tirada de salvación exitosa reduce a la mitad el daño y anula el efecto de aturdimiento.",APG
Mandíbula fuerte,Transmutación,,,"Druida 4, Explorador 3",1 Acción estándar,"V, S",0,Toque,,,criatura tocada,1 minuto/nivel,0,0,Fortaleza anula (inofensivo),Sí (inofensivo),"Al poner una mano sobre la mandíbula, garras, tentáculos u otras armas naturales de una criatura aliada, potencias el poder de los ataques naturales de esa criatura. Cada ataque natural que hace esa criatura inflige daño como si fuera dos tamaños más grande de lo que realmente es (véase la página 302 del Bestiario de Pathfinder para más información). Si la criatura ya es gigantesca o de tamaño colosal, duplica el daño que infligen cada uno de sus ataques naturales. Este hechizo en realidad no cambia el tamaño de la criatura; Todas sus estadísticas, excepto la cantidad de daño causada por sus ataques naturales, permanecen sin cambios.",APG
Stumble Gap,Conjuración,Creación,,"Hechicero 1, Mago 1",1 Acción estándar,"V, S, F (pala miniatura que cuesta 10 gp)",1,Cierre (25 pies + 5 pies/2 niveles),,Ver texto,,1 ronda + 1 ronda/nivel,0,0,Parcial reflejo,no,"Creas un agujero extradimensional poco profundo del tamaño perfecto para que cualquiera que entre en él. Este agujero ocupa un solo cuadrado de 5 pies con una profundidad de seis pulgadas. Cualquier criatura que ocupe la casilla cuando crees el agujero, o que luego entre en la casilla que contiene el agujero, debe hacer una tirada de salvación de Reflejos para evitar caer en la caer en una casilla adyacente y recibir 1d6 puntos de daño. Una criatura que hace su tirada de salvación aún tropieza ligeramente y recibe una penalización de -1 en todas las tiradas y cheques durante 1 ronda. El hechizo no tiene efecto sobre las criaturas adyacentes a la casilla que contiene el agujero.",APG
Final impresionante,Encantamiento,Compulsión,afectación mental,bardo 5,1 Acción estándar,"V, S",0,Cierre (25 pies + 5 pies/2 niveles),,,"Hasta 3 criaturas, de las cuales ninguna puede estar a más de 30 pies de distancia",1 ronda,0,0,Fortaleza parcial; Ver texto,Sí,"Debes tener una actuación bardica activa para lanzar este hechizo. Con un gesto elegante, terminas inmediatamente tu actuación bardica, asaltando los sentidos de los objetivos con tu final. Cada objetivo queda aturdido durante 1 ronda. En una tirada de salvación exitosa, un objetivo queda aturdido durante 1 ronda.",APG
Asfixia,Nigromancia,,,"Hechicero 5, Mago 5, Bruja 5, Ocultista 5, Psíquico 5, Espiritualista 5",1 Acción estándar,"V, S, M (un frasco que contiene un poco del aliento del lanzador)",0,Cierre (25 pies + 5 pies/2 niveles),,,Un ser vivo,3 rondas,0,0,Fortaleza parcial,Sí,"Este hechizo extrae el aire de los pulmones del objetivo, causando una rápida asfixia. El objetivo puede intentar resistir los efectos de este hechizo con una tirada de salvación de Fortaleza; si lo consigue, simplemente queda aturdido durante 1 asalto mientras jadea por aire. Si el objetivo falla, empieza a asfixiarse inmediatamente. En el siguiente turno del objetivo, este pierde el conocimiento y queda reducido a 0 puntos de vida. Una ronda después, el objetivo baja a -1 puntos de vida y está muriendo. Un asalto después, el objetivo muere. En cada ronda, el objetivo puede retrasar los efectos de esa ronda realizando una tirada de salvación de Fortaleza exitosa, pero el hechizo continúa durante 3 rondas, y cada vez que un objetivo falla su tirada de salvación de Fortaleza, avanza un paso más en la trayectoria hasta asfixiarse. Este hechizo solo afecta a los seres vivos que deben respirar. Es imposible derrotar los efectos de este hechizo simplemente conteniendo la respiración; si la víctima falla la tirada de salvación inicial, se extrae el aire de sus pulmones.",APG
"Asfixia, Mass",Nigromancia,,,"Hechicero 9, Mago 9, Bruja 9, Psíquico 9",1 Acción estándar,"V, S, M (un frasco que contiene un poco del aliento del lanzador)",0,Cierre (25 pies + 5 pies/2 niveles),,,una criatura viva/2 niveles (no hay dos que estén a más de 30 pies de distancia),1 ronda/nivel,0,0,Fortaleza parcial,Sí,"Este hechizo funciona como asfixia, salvo lo que se ha indicado anteriormente. Ten en cuenta que la duración de este hechizo es mucho mayor, obligando a quienes sufren el efecto a hacer muchas más tiradas de salvación de Fortaleza para evitar la asfixia eventual.",APG
Invocar a Eidolon,Conjuración,invocación,,"Invocador 2, Invocador Desencadenado 2",1 ronda,"V, S, M (una moneda de plata)",0,Cierre (25 pies + 5 pies/2 niveles),,,Un eidolón,1 minuto/nivel (D),1,0,ninguno,no,"Abres una grieta entre dimensiones que invoca tu eidolon. Trátalo como si hubieras invocado tu eidolón normalmente, salvo que solo permanece contigo durante la duración de este hechizo. Mientras se invoca de esta manera, tu eidolon no puede tocar ninguna criatura protegida por protección contra el mal o un efecto similar, y tu eidolon puede ser enviado de vuelta a su plano de origen mediante magia de disipación. Si lanzas este hechizo mientras tu eidolon ya está en tu plano, no tiene efecto. Este hechizo te permite invocar tu eidolon incluso si ha sido devuelto a su plano de origen debido a daños.",APG
Piel de enjambre,Transmutación,,,"Druida 6, Bruja 6",1 Acción estándar,"V, S, M/DF (una colmena de insectos aplastada)",0,Vida personal,,,tú,Ver texto,0,0,,,"Conviertes todos tus tejidos blandos en enjambres de insectos u otras criaturas y los envías a hacer tu voluntad, dejando solo tus huesos y equipo. Estos enjambres tienen todas sus cualidades y habilidades normales, pero también albergan una pequeña parte de tu conciencia que te permite percibir lo que hacen y controlar sus acciones. Mientras estés en esta forma, no puedes usar ninguna de tus propias habilidades ni realizar acciones que no sean controlar los enjambres. Cada vez que lanzas este hechizo obtienes una asignación total de niveles igual al nivel de lanzador y cualquier enjambre que elijas crear cuesta uno o más de esos niveles. Puedes ""gastar"" tu asignación de niveles para crear cualquier combinación de enjambres siempre que su total no supere el nivel de lanzador. Número de niveles S Tipo(s) cálido(s) 2 niveles de lanzadores de conjuros Enjambre de arañas (Pathfinder Bestiary página 258) 4 niveles de lanzadores de conjuros Enjambre de ratas (Bestiario 232) 6 niveles de lanzadores de conjuros Enjambre de cangrejos, enjambre de avispas (Bestiario 50, 275) 8 niveles de lanzadores de conjuros Enjambre de ciempiés, enjambre de sanguijuelas (Bestiario 43, 187) 10 niveles de lanzadores Enjambre de hormigas ejército (Bestiario 16) Una vez que creas estos enjambres, permanecen existiendo hasta que son destruidos o les ordenas regresar a tu cuerpo. Cuando todos los enjambres han regresado a tu cuerpo o son destruidos, tu carne vuelve a enroscarte alrededor de tus huesos y recuperas la capacidad de actuar con normalidad. Si tus huesos no están donde los dejaste, primero debes localizarlos para recuperar el acceso a tu cuerpo. Siempre sabes si tus huesos están destruidos y tu conciencia mantiene el control de los enjambres hasta que ellos también son destruidos (y mueres). Si puedes usar los enjambres para pedir ayuda y organizar que alguien repare tus huesos (usando cualquier cosa que normalmente te restaure la vida), entonces puedes devolver los enjambres a tu cuerpo.",APG
Cuerpo de Espinas,Transmutación,,,"Alquimista 3, Druida 4, Chamán 4",1 Acción estándar,"V, S, DF",0,Vida personal,,,tú,1 ronda/nivel,0,0,,,"Este hechizo hace que crezcan espinas desde tu piel expuesta, dañando a las criaturas que te golpean. Cualquier criatura que te golpee con un arma cuerpo a cuerpo, un golpe sin armas o un arma natural consume 1d6 puntos de daño perforante + 1 punto por nivel de lanzador (máximo +15). Las criaturas que usan armas cuerpo a cuerpo con alcance no se ven afectadas por este hechizo. En las criaturas que logran agarrar con éxito te llevas 2d6 puntos de daño perforante + 1 punto por nivel de lanzador (máximo +15). Además, tus ataques naturales y ataques sin armas infligen 1d6 puntos adicionales de daño perforante. Las espinas creadas por este hechizo persisten a través de cualquier nueva forma física que adoptes, como mediante forma salvaje o cualquier efecto de polimorfia.",APG
Aspecto triple,Transmutación,,,"Druida 5, Bruja 4",1 Acción estándar,"S, F (media luna plateada que vale 5 po)",1,Vida personal,,,tú,24 horas (D),1,0,,,"El aspecto triple te permite cambiar tu apariencia entre tu edad natural y tres categorías idealizadas: joven adulto (juventud/doncella), adultez (padre/madre) o anciano (anciano/anciana). En cada caso, tu apariencia es tuya a la edad adecuada, en lugar de la de un individuo nuevo. Puedes cambiar entre estos tres aspectos o tu edad real como acción estándar. Como joven adulto, ganas un bono de mejora +2 en Destreza y Constitución, pero sufres una penalización de -2 en Sabiduría. En el aspecto adulto, obtienes un bono de mejora +2 en Sabiduría e Inteligencia, pero recibes una penalización de -2 en Destreza. Como el aspecto de anciano, obtienes un bono de mejora +4 en Sabiduría e Inteligencia, pero recibes una penalización de -2 en Fuerza y Destreza. Como bonificaciones de mejora, se acumulan con cualquier bonificación o penalización que puedas tener de tu edad real (que son bonificaciones no tipadas); las bonificaciones otorgadas por este hechizo representan tu forma idealizada en este aspecto triple en lugar de duplicar simplemente tus puntuaciones de habilidad en una edad concreta. La visión verdadera revela tu apariencia natural superpuesta a ese aspecto, reconociendo ambos como parte de tu verdadero yo. Las personas que te estudian de cerca y han interactuado contigo a otra edad aparente reconocen un parecido (como si fueran familia) con una tirada exitosa de Percepción DC 20. El aspecto triple no altera tu ropa ni tu equipo, y no cura ninguna deformidad o lesión que no esté relacionada con la edad.",APG
Tambores atronadores,Evocación,,Sonic,Bardo 3,1 Acción estándar,"V, S",0,15 pies.,Explosión en forma de cono,,,instantáneo,0,0,Fortaleza parcial,Sí,"Golpeas el suelo frente a ti, llenando el área con el estruendo de tambores retumbantes. Cualquier criatura en la zona recibe 1d8 puntos de daño sónico por nivel de lanzador (máximo 5d8) y queda derribada. Una tirada de salvación exitosa de Fortaleza reduce a la mitad el daño y evita que te derriben.",APG
Inspiración oportuna,Adivinación,,,bardo 1,1 Acción inmediata,V,0,Cierre (25 pies + 5 pies/2 niveles),,,una criatura,instantáneo,0,0,Negaciones de voluntad (inofensivas),Sí (inofensivo),"Una palabra de inspiración potenciada por arcanos puede arrebatar la victoria a una aparente derrota. Lanza este hechizo cuando una criatura falle una tirada de ataque o una tirada de habilidad. El objetivo obtiene un bono de +1 de competencia por cada cinco niveles de lanzador (bonificación máxima de +3) en la tirada de ataque o tirada de habilidad de forma retroactiva. Si el bono es suficiente para que el fracaso sea un éxito, la tirada tiene éxito.",APG
Persecución incansable,Transmutación,,,"Inquisidor 1, Explorador 1",1 Acción estándar,"V, S, M (una galleta dura)",0,Vida personal,,,tú,1 hora/nivel (D),1,0,,,"Endureces tu cuerpo contra el estrés de los viajes largos. Reduces a la mitad el daño causado por el hustling y la marcha forzada (véase Pathfinder RPG Core Rulebook 171). Además, durante la duración del hechizo ignoras cualquier fatiga causada por ese viaje. Una vez que termina el hechizo, si aún tienes daño no letal causado por el hustling o la marcha forzada, te fatigas, o te agotas si ya estás fatigado.",APG
Perseguidores incansables,Transmutación,,,"Inquisidor 4, Explorador 3",1 Acción estándar,"V, S, M (una galleta dura rota en trozos)",0,Toque,,,tú más una criatura tocada por 3 niveles,1 hora/nivel (D),1,0,Fortaleza anula (inofensivo),Sí (inofensivo),"Este hechizo funciona como una búsqueda incansable, salvo lo que se ha mencionado antes.",APG
Un toque de falta de gracia,Transmutación,,,"Bardo 1, Hechicero 1, Mago 1, Bruto de sangre 1, Mesmerista 1, Espiritualista 1",1 Acción estándar,"V, S",0,Toque,,,criatura tocada,1 ronda/nivel,0,0,Fortaleza parcial,Sí,"Con un solo toque, reduces a una criatura a un payaso torpe. El objetivo recibe una penalización en su Destreza igual a 1d6+1 por cada dos niveles de lanzador (máximo 1d6+5). Esta penalización no puede hacer que la puntuación de Destreza del objetivo baje de 1. Además, si el sujeto se mueve más de la mitad de su velocidad, cae en posición propensa. Si el sujeto vuela, su maniobrabilidad se reduce en un paso (la maniobrabilidad perfecta se vuelve buena, la buena se vuelve promedio, y así sucesivamente). Una tirada de salvación exitosa de Fortaleza reduce a la mitad la penalización a Destreza y elimina la posibilidad de caer boca abajo o la reducción de las maniobrabilidades de vuelo.",APG
Toque del Mar,Transmutación,,,"Alquimista 1, Druida 1, Hechicero 1, Mago 1, Bruto de sangre 1",1 Acción estándar,"V, S, M (una escama de pez)",0,Toque,,,criatura tocada,1 minuto/nivel,0,0,Fortaleza anula (inofensivo),Sí (inofensivo),"Haces que crezcan telarañas entre los dedos y los pies del objetivo para transformarse en aletas, otorgando una velocidad de nado de 30 pies junto con el bonus estándar de +8 en las tiradas de Natación y la capacidad de tomar 10 incluso si estás distraído o en peligro. También puedes usar la acción de correr mientras nadas, siempre que nades en línea recta. Esta transformación hace que cualquier bota o guante que lleve el objetivo se fusione con su forma (aunque los objetos mágicos con efecto continuo continúan funcionando). Este hechizo no otorga al objetivo ninguna capacidad de respirar agua.",APG
Transmogrify,Transmutación,,,"Invocador 4, Invocador Desencadenado 4",1 hora,"V, S, M (un frasco de mercurio valorado en 1.000 gp)",1,Toque,,,Tu eidolon,instantáneo,0,0,Negaciones de voluntad (inofensivas),no,"La forma de tu eidolon cambia y se transforma. Este hechizo te permite cambiar cualquiera de las evoluciones del eidolon asignando su reserva de evolución a nuevas evoluciones. Si tienes la habilidad de aspecto o aspecto superior, este hechizo también te permite cambiar los puntos de evolución gastados para modificarte, incluyendo eliminar o añadir puntos según lo permitan esas habilidades. Tu eidolon no puede beneficiarse de este hechizo más de una vez al día. Este hechizo no te permite cambiar la forma base de tu eidolon.",APG
Transmutar Poción a Veneno,Transmutación,,veneno,Alquimista 2,1 Acción estándar,S,0,Vida personal,,,tú,1 ronda y luego 1 minuto/nivel; Ver texto,0,0,,,"Este extracto hace que adoptes un tono pálido y enfermizo durante una ronda. Durante este tiempo, si consumes una poción, no tiene efecto. En su lugar, tu boca se llena de un veneno vil que puedes escupir sobre un arma como acción gratuita. Si no escupes el veneno en 1 ronda, te afecta a ti en su lugar. El efecto del veneno depende del nivel de hechizo contenido en la poción consumida (ver recuadro lateral). Si el veneno no se usa en un minuto por nivel de lanzador, se vuelve inerte. Solo puedes crear una dosis de veneno de esta manera por cada lanzamiento de este hechizo.",APG
